id,lat,lon
74,37.776434819204745,-122.42624402046204
3,37.78637526861584,-122.40490436553954
4,37.78588062694133,-122.4089150084319
5,37.783899357084934,-122.40844488143921
6,37.80477,-122.403234
7,37.8045623549303,-122.27173805236816
8,37.799953,-122.398525
9,37.79857210846256,-122.40086898207666
10,37.79539293725452,-122.4047702550888
11,37.79728,-122.398436
13,37.794231,-122.402923
14,37.795001,-122.39997
15,37.795392,-122.394203
16,37.79413,-122.39443
17,37.792251,-122.397086
18,37.85022187449679,-122.26017236709595
19,37.788975,-122.403452
20,37.7913,-122.399051
21,37.7896254,-122.400811
22,37.789756,-122.394643
23,37.791464,-122.391034
24,37.7896767,-122.3904285
25,37.787521780456245,-122.39740490913391
26,37.78729,-122.39438
27,37.7880593,-122.3918648
28,37.78716801474664,-122.38809792330358
29,37.782404601934104,-122.43944585323335
30,37.776598,-122.395282
31,37.78381270927812,-122.43455886840819
33,37.7816495,-122.4154077
34,37.7839879,-122.412408
35,37.32911866814779,-121.90457582473755
36,37.78383,-122.39887
37,37.78499972833808,-122.39593561749642
39,37.7789994,-122.4368608
41,37.78127,-122.41874
42,37.77865,-122.41823
43,37.7787677,-122.4159292
44,37.7810737,-122.4117382
46,37.79013985185364,-122.24237322807312
47,37.78095459960753,-122.39974915981291
49,37.7807601,-122.3949894
50,37.780526,-122.390288
52,37.7774157,-122.4418376
53,37.775946,-122.4377775
55,37.7770527,-122.4295585
56,37.77341396997343,-122.42731690406801
58,37.776619,-122.417385
59,37.774814,-122.418954
60,37.77452040113685,-122.4094493687153
61,37.7765126,-122.4113061
62,37.77779057034257,-122.40643188357353
63,37.775910222333366,-122.40257500673577
64,37.7767539,-122.3990176
66,37.77874161153677,-122.39274082710836
67,37.7766392,-122.3955263
70,37.77331087889723,-122.44429260492325
71,37.7730627,-122.4390777
72,37.772406,-122.4356498
73,37.7717933,-122.4337079
75,37.7737932060887,-122.42123901844025
76,37.77166246221617,-122.42242321372034
77,37.7735069,-122.4160402
78,37.7737172,-122.4116467
79,37.7734919,-122.4036725
80,37.7753058,-122.39738
81,37.77588,-122.39317
84,37.7692005,-122.4338119
85,37.7700831,-122.4291557
86,37.7693053,-122.4268256
87,37.769757,-122.415674
88,37.7700298,-122.4117258
89,37.76921786152374,-122.40764558315276
90,37.771058,-122.402717
91,37.771762110313176,-122.39843755960464
92,37.772300631747626,-122.39302754402159
93,37.7704074,-122.3911984
95,37.7662185,-122.4310597
96,37.7662102,-122.4266136
97,37.7682646,-122.4201102
98,37.765052,-122.4218661
99,37.7670373,-122.4154425
100,37.7671004,-122.410662
101,37.76600774273675,-122.40567684173583
102,37.7668828,-122.3995794
104,37.76704457969368,-122.39083349704742
105,37.764285,-122.4318042
106,37.7632417,-122.4306746
107,37.7630152,-122.4264968
108,37.76471008581914,-122.41995692253113
109,37.7633158,-122.4219039
110,37.7637085,-122.4152042
112,37.7638471,-122.4130036
113,37.764555,-122.410345
114,37.7644783,-122.4025701
115,37.7650259,-122.3987734
116,37.7648022,-122.3947713
118,37.7591769,-122.4369431
119,37.7610471,-122.4326417
120,37.7614205,-122.4264353
121,37.7592103,-122.4213392
122,37.760299,-122.418892
123,37.7605936,-122.4148171
124,37.7604469,-122.410807
125,37.7592005,-122.409851
126,37.7616343,-122.3906477
127,37.7567083,-122.421025
129,37.758862,-122.412544
130,37.75736899005735,-122.3920565843582
132,37.7518194,-122.4266139
133,37.7552126,-122.4209752
134,37.7524278,-122.4206278
137,37.750506,-122.4339496
138,37.7509004,-122.4274114
139,37.7510171,-122.4119009
140,37.7478584,-122.4249863
141,37.7479981,-122.4202187
144,37.7472996,-122.4114029
145,37.7436839,-122.4268059
146,37.7423139,-122.4231805
147,37.7440667,-122.4214722
148,37.8297046,-122.2876102
149,37.8312752,-122.2856333
150,37.8312769,-122.2782669
151,37.8361823,-122.2871801
152,37.83563220458518,-122.28105068206787
153,37.8409452,-122.2913604
154,37.8419238,-122.2880451
155,37.84052116694969,-122.29352831840515
156,37.8384435,-122.2886647
157,37.8467842,-122.2913761
158,37.8332786,-122.2634901
159,37.8160598,-122.2782444
160,37.8053183,-122.2948365
162,37.8005161,-122.2720799
163,37.7973195,-122.2653199
164,37.814988230424156,-122.27484405040741
166,37.8513755,-122.2525233
167,37.848152,-122.2521599
168,37.849594967776646,-122.26556897163393
169,37.8465156,-122.2653043
170,37.8444927,-122.261351
171,37.84427875399067,-122.251900434494
172,37.8417999,-122.2515349
173,37.8403643,-122.2644881
174,37.8368013,-122.2640037
175,37.8359455,-122.2623663
176,37.82840997305853,-122.26631462574005
177,37.8262863,-122.2651002
178,37.8193814,-122.2619284
179,37.816073115011406,-122.26788640022278
180,37.8126783,-122.2687726
181,37.8113768,-122.2651925
182,37.8090126,-122.2682473
183,37.8087021,-122.2699271
186,37.8013189,-122.2626418
187,37.796248,-122.279352
188,37.8426295,-122.267738
189,37.8396488,-122.2717561
190,37.8302232,-122.2709501
191,37.8305452,-122.2739367
192,37.8266962,-122.2717955
193,37.8127441,-122.2472152
194,37.8110807,-122.2432677
195,37.81231409135146,-122.26077854633331
196,37.80889393398715,-122.25646018981932
197,37.8088479,-122.2496799
198,37.80781318217903,-122.26449608802795
200,37.800213566969795,-122.25381016731262
201,37.7976728,-122.2629973
202,37.8007544,-122.2748943
203,37.795194764385954,-122.27396965026855
204,37.8401858,-122.2618225
205,37.8388,-122.258732
206,37.8381269,-122.2512714
207,37.8357883,-122.2516207
208,37.33004,-121.881821
209,37.8335577,-122.2674183
210,37.8332935222321,-122.25622415542603
211,37.8277573,-122.2567156
212,37.8249311,-122.2604787
213,37.8238474,-122.2811926
214,37.8233214,-122.2757325
215,37.8225475,-122.2663179
216,37.8178269,-122.2756976
217,37.8170154,-122.2717615
218,37.8123315,-122.2851712
219,37.8098236,-122.2801923
220,37.8113514,-122.2734217
221,37.7943532,-122.2538745
222,37.7927143,-122.2487796
223,37.7647652154977,-122.42009103298186
224,37.7851566,-122.2389151
225,37.7851915,-122.2343822
226,37.781123,-122.2329915
227,37.7837569,-122.2226033
228,37.77993,-122.2177284
229,37.7757452,-122.2130372
230,37.8107432,-122.2914153
231,37.80874983465997,-122.28328227996825
232,37.8061628,-122.2760402
233,37.7958125,-122.2555549
234,37.7776818,-122.225771
235,37.8072393,-122.2893702
236,37.8036865,-122.282497
237,37.7752321,-122.2244982
238,37.8717192,-122.2730677
239,37.8688126,-122.258764
240,37.8660431,-122.2588044
241,37.8524766,-122.2702132
242,37.86012459911685,-122.2693844139576
243,37.8693603,-122.2543374
244,37.8737917,-122.2686176
245,37.8703477,-122.2677637
246,37.8690599,-122.270556
247,37.8677892,-122.2658964
248,37.8559558,-122.2597949
249,37.8584732,-122.2532529
250,37.8740141,-122.283019
251,37.87055532905745,-122.27972030639648
252,37.8658466,-122.2674431
253,37.86641794050319,-122.25379943847655
254,37.88022244590679,-122.26959228515624
255,37.876572549106854,-122.26952791213989
256,37.875111692864444,-122.26055324077606
257,37.870407115465376,-122.29967594146727
258,37.8723555,-122.2664467
259,37.866249,-122.2993708
262,37.869966707604036,-122.28653311729431
263,37.8628271,-122.2902305
265,37.8588682,-122.2912095
266,37.8624644,-122.2647911
267,37.8618037,-122.2535687
268,37.85749021457153,-122.26157784461977
269,37.8623199,-122.258801
270,37.8534894,-122.2894154
271,37.85578332030199,-122.28312671184538
272,37.850577684047856,-122.27817535400389
273,37.855573661828785,-122.26356536149979
274,37.8575672,-122.2675583
275,37.3429973,-121.8888891
